0	5061
0	6072
1	366
1	125
2	4577
2	4121
3	1921
3	2863
4	1462
4	5843
5	4185
5	5611
6	330
6	207
7	5738
7	5663
8	3436
8	5093
9	245
9	3419
10	5493
10	568
11	3866
11	42
12	2317
12	4523
13	4959
13	4666
14	2104
14	4374
15	5813
15	3609
16	1207
16	4348
17	5436
17	2522
18	5841
18	3771
19	4501
19	1125
20	262
20	1434
21	553
21	5880
22	3324
22	1017
23	4744
23	3208
24	5598
24	3336
25	3334
25	2001
26	5130
26	4395
27	5930
27	4832
28	2173
28	1583
29	119
29	2985
30	1013
30	4300
31	1296
31	3014
32	5621
32	2023
33	3392
33	4044
34	700
34	4016
35	1864
35	3974
36	5677
36	1109
37	5078
37	2718
38	1020
38	4764
39	4446
39	3259
40	4960
40	384
41	1423
41	3323
42	1026
42	1349
43	3973
43	3293
44	1518
44	5932
44	5934
44	5934
44	5932
45	3348
45	2143
45	3675
46	4141
46	5735
46	4579
47	6073
47	517
48	2635
48	4408
48	4408
48	2635
48	2315
49	5060
49	5650
50	2577
50	2682
50	589
50	2682
50	2577
51	1360
51	465
51	1317
52	4627
52	2302
53	4576
53	5555
53	3258
54	360
54	2247
55	2162
55	4744
55	5547
56	4644
56	1341
56	3848
57	5132
57	3549
57	3924
57	3549
57	5132
58	1177
58	2580
59	23
59	390
60	4135
60	1523
60	1308
61	2831
61	4757
62	1764
62	5523
62	5224
62	5523
62	1764
63	5034
63	1934
63	2149
63	2149
63	1934
64	5078
64	782
65	5488
65	5890
65	811
65	5488
65	5890
65	811
66	2815
66	502
66	4598
67	1144
67	1827
68	5814
68	2354
68	4664
68	4664
68	2354
69	3036
69	2010
70	4939
70	5544
70	5544
70	166
70	4939
71	791
71	3585
71	5792
72	3176
72	1770
72	4253
73	809
73	3789
73	809
73	4668
73	3789
73	4668
73	809
74	3428
74	4488
74	1019
75	2387
75	2663
75	1234
76	5673
76	3517
76	467
77	3199
77	1841
77	1010
77	3199
77	1841
77	1010
78	2431
78	2241
79	1067
79	2789
79	2033
79	2033
79	1067
80	2459
80	313
80	1573
80	313
80	2459
81	2764
81	934
81	3848
82	3734
82	1545
82	1545
82	3224
82	3734
83	3881
83	4005
83	2734
84	2187
84	4942
84	4942
84	1135
84	2187
85	2955
85	3053
85	4345
86	1260
86	1132
86	1132
86	1733
86	1260
87	1219
87	5065
87	1441
87	5065
87	1219
88	3792
88	4135
89	4782
89	4854
89	786
90	220
90	3113
90	220
90	572
91	1996
91	4282
91	4371
92	216
92	2190
92	4566
93	4302
93	3031
93	3031
93	4426
93	4302
94	5809
94	497
94	5809
94	2042
95	2157
95	4404
96	3158
96	914
96	891
96	914
96	3158
97	2207
97	3886
97	3886
97	1816
97	2207
98	1363
98	5164
98	1341
98	5164
98	1363
99	5016
99	5775
99	3771
100	6153
100	3648
101	510
101	4118
102	535
102	5713
103	1236
103	3310
103	3310
103	1236
103	3277
104	2747
104	1592
104	4488
105	5853
105	572
106	2532
106	177
106	320
106	177
106	2532
107	1094
107	3428
107	3771
108	4522
108	3390
108	2952
109	4448
109	1059
109	2326
109	2326
109	1059
110	5470
110	5429
110	5429
110	2173
111	3531
111	1949
111	4054
112	1311
112	4167
112	1407
113	2961
113	2072
114	5779
114	1330
115	2218
115	2416
116	5659
116	2223
116	5659
116	1945
116	2223
116	1945
117	1774
117	3925
117	2460
118	5143
118	2116
119	4355
119	3715
119	5639
120	5504
120	1206
120	4669
121	5911
121	2778
122	2333
122	2014
122	2014
122	2333
122	4191
122	4191
122	2333
123	5114
123	4566
124	5312
124	1748
124	2544
124	1748
124	5312
125	4462
125	4767
125	3335
126	2111
126	3803
126	1379
126	1379
126	2111
127	630
127	5935
127	5609
128	2680
128	3633
128	3702
128	3633
128	2680
129	3486
129	1824
129	5402
129	5402
129	3486
130	490
130	2966
130	2847
130	2847
130	2966
131	5772
131	72
131	2082
131	5102
132	4252
132	77
133	3986
133	4387
133	1858
133	3924
133	1858
133	4387
133	3986
134	965
134	3996
134	5657
134	3996
134	5657
134	2512
135	130
135	2221
136	1882
136	3771
136	5789
136	2191
137	5937
137	3604
137	4455
137	2663
137	4455
137	3604
137	5937
138	2438
138	3348
138	5812
138	2874
138	5812
138	3348
138	2438
139	213
139	3898
139	213
139	2768
140	3826
140	4147
140	2800
140	2800
140	4964
140	4147
140	3826
140	4147
140	4964
141	1569
141	4291
141	4291
141	1569
141	3832
141	850
142	1108
142	982
142	2573
142	1391
142	2573
142	982
143	577
143	725
143	3306
143	2642
144	1684
144	5663
144	4696
145	3811
145	4720
146	3175
146	5802
146	4856
147	2119
147	2737
148	4187
148	4657
148	5223
148	4657
148	4187
148	4088
149	4546
149	2849
149	3892
149	3279
150	1395
150	3920
150	4480
150	4480
150	3920
150	1395
150	2497
151	4887
151	4228
151	643
151	3413
151	3413
151	4228
151	4887
152	4714
152	3853
153	4749
153	1870
153	3331
153	4749
153	3331
153	3331
153	1870
153	4749
153	1459
154	6074
154	21
154	3654
154	4193
155	3185
155	782
155	221
155	2735
155	782
155	3185
156	3740
156	1185
156	999
157	291
157	3192
157	1881
157	33
158	1225
158	1972
158	3805
158	3565
159	5822
159	561
159	561
159	3865
160	5730
160	2742
160	3220
160	3659
161	3621
161	4843
161	77
161	577
161	4843
161	3621
161	577
161	77
161	3771
161	2959
161	1165
161	2626
161	3999
161	5191
162	1348
162	3606
162	4953
162	1348
162	2149
162	3606
162	4953
163	5929
163	6076
163	6076
163	5929
163	5714
163	5528
164	2598
164	242
164	242
164	3285
165	1602
165	5841
165	974
165	5841
165	4678
165	1602
165	4678
165	974
166	1590
166	3650
166	2918
166	4128
166	2918
166	3650
166	1590
167	4744
167	20
167	4744
167	20
167	3876
167	3876
167	20
167	5938
167	4744
168	4566
168	716
169	5826
169	3602
169	2291
170	1650
170	1086
170	3373
170	4254
171	4924
171	2051
172	4089
172	6154
173	1289
173	5587
173	2597
173	2597
173	5587
173	3516
173	1289
174	3400
174	1741
174	3696
174	5689
175	1672
175	2002
175	1124
175	5746
176	848
176	3920
177	3544
177	4078
177	3544
177	2385
177	5340
178	6077
178	3264
178	701
178	606
179	387
179	3141
180	513
180	5179
180	782
180	4481
181	4343
181	5718
181	939
181	4150
182	3903
182	1148
182	3066
182	3903
182	1148
183	3450
183	3868
183	5834
183	3450
183	5834
183	3450
183	3868
184	5940
184	1251
184	5298
184	3360
184	5298
184	5940
184	3360
184	5298
185	1169
185	2854
185	5092
185	5706
185	5706
185	5092
185	1169
186	1486
186	3390
186	2923
186	1600
187	796
187	712
188	1867
188	1539
188	1092
189	3896
189	5239
189	3945
190	5408
190	1104
190	4437
190	1210
191	3848
191	4662
191	5929
192	2491
192	1947
192	2263
192	5941
193	4644
193	4818
194	875
194	5309
194	717
194	3948
194	875
194	3948
195	197
195	1517
195	1926
196	5454
196	408
196	3092
196	855
196	5454
196	855
196	408
197	2008
197	1526
197	5158
197	962
197	962
197	5158
197	2008
197	962
197	5158
198	4744
198	1141
198	2246
198	2464
199	352
199	1934
199	400
199	3871
200	1456
200	523
201	2321
201	2126
202	3817
202	5505
203	828
203	3771
203	2948
203	4362
203	4362
203	3771
203	828
204	3572
204	4122
204	5630
204	5105
205	5642
205	1598
205	2095
205	2009
206	1672
206	2323
207	3399
207	4722
207	4722
207	3737
207	5793
207	3399
208	2232
208	3236
209	3797
209	4600
209	2534
209	2046
209	2534
209	4600
209	3797
210	1934
210	3270
210	3163
210	282
211	5165
211	3702
211	1453
211	5112
211	1453
211	3702
212	3072
212	414
212	2170
212	5879
213	4324
213	893
213	4324
213	4988
213	893
214	5270
214	5757
215	1638
215	3211
215	4894
215	4294
216	832
216	2789
216	2789
216	5079
217	5276
217	4363
218	1488
218	2490
218	543
218	3405
218	3405
218	2490
219	2161
219	818
219	4700
219	2546
220	3247
220	5675
221	4007
221	2273
221	5195
221	5355
221	5355
221	5195
221	2273
222	1618
222	2769
223	3532
223	282
224	5016
224	3555
224	2678
224	3451
224	2678
224	3555
225	2716
225	1293
225	4951
225	2716
225	1293
226	5649
226	5291
226	35
227	4950
227	5942
227	3401
227	1612
228	3270
228	4826
228	4064
228	3869
228	4064
228	3270
229	1184
229	4080
229	3441
229	4080
229	1184
229	1900
230	2373
230	1863
230	750
230	2373
230	1863
231	235
231	5715
231	4713
231	73
232	603
232	5905
232	2990
232	5031
232	5031
232	5905
232	603
233	105
233	359
234	2597
234	47
234	4312
234	3463
234	3463
234	47
235	2421
235	5129
235	5129
235	2421
235	2568
235	4782
235	4782
235	2421
235	5129
236	4114
236	4760
237	2646
237	6079
237	5688
237	4327
237	4327
237	6079
238	2369
238	5785
238	5945
238	5945
238	5785
238	2369
238	3977
238	5785
238	5945
239	3390
239	1046
239	5608
239	1046
239	5471
239	3390
240	341
240	6080
241	2958
241	5929
241	2439
241	2958
241	5929
242	649
242	6081
242	4726
242	1101
242	1101
242	4726
242	649
243	718
243	2825
243	5752
243	191
244	3027
244	5729
245	2671
245	394
246	3301
246	5463
246	1069
246	3301
246	3305
246	5463
246	1069
247	4267
247	6083
247	3858
247	2159
247	2159
247	204
247	3858
247	6083
247	4267
248	5373
248	5624
248	1717
248	1127
248	1127
248	1717
248	5624
248	5480
248	5373
249	3819
249	2073
249	206
249	3331
249	4328
249	3331
249	206
250	2754
250	4430
250	2520
250	4430
251	3772
251	1784
251	2490
251	5829
251	5181
251	5829
251	2490
251	1784
252	1208
252	3278
252	6155
253	5484
253	943
253	3119
253	1893
253	2258
253	2258
253	1893
253	3119
